,Unnamed: 0,Unnamed: 0.1,cik,date,Total Revenue,filenames,Number of customers,MRR,ARR,ARPU,Churn,CRR,MRR Expansion,Number of qualified leads,Penetration Rate,LTV,quater_year,url,year_month,Sales and Marketing,CAC,CAC payback,Gross Margin,quater_year_string,CAC payback period,ASP,LTV : CAC ratio,Total Assets,Total Liabilities Net Minority Interest,debt ratio,Total Equity Gross Minority Interest,Total Debt,Common Stock Equity,Total Capitalization,Shareholder Equity,Private Shareholding,Public Shareholding
457,457,457,1459417,6/29/2021,237209,1459417_0.csv,6694259,79069.66667,948836,0.141738765,-0.020372207,1.020372207,0.020372258,0.006520806,0.006520806,-6.957457668,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1459417/000145941721000012/Financial_Report.xlsx,2021-06,114644,0.85776707,0.026113312,32.84788466,"Q2,2021",2.210826012,7.19E-09,-8.111127029,2049257,1131838,0.552316279,917419,7163,917419,1659519,917419,0.552822233,0.447177767
458,458,458,1459417,3/30/2021,232473,1459417_0.csv,6560605,77491,929892,0.141738757,0.058946407,0.941053593,0.079793213,0.006390615,0.006390615,2.404535997,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1459417/000145941721000009/Financial_Report.xlsx,2021-03,113237,-0.275550678,-0.004699855,58.62960864,"Q1,2021",-0.397902909,0.018211618,-8.726293163,1555513,645025,0.414670273,910488,7382,910488,1190917,910488,0.764526831,0.235473169
459,459,459,1459417,12/30/2020,215294,1459417_0.csv,6971553,71764.66667,861176,0.12352714,,,,0.007135674,0.007135673,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1459417/000145941721000003/Financial_Report.xlsx,2020-12,92550,,,60.44099058,"Q4,2020",,NaN,,1544264,603274,0.390654707,940990,7049,940990,1210663,940990,0.777251803,0.222748197
460,460,460,1463172,ttm,1338603,1463172_0.csv,170000,446201,5354412,31.49654118,0.108463305,0.891536695,2.56613696,0.031148412,0.000156212,290.3889114,"('-1', 'ttm')",,2021-ttm,679801,,,57.902543,"-1,ttm",,23.6223842,,,,,,,,,,,
461,461,461,1463172,12/30/2021,375365,1463172_0.csv,190682,125121.6667,1501460,7.874156973,-0.081822308,1.081822308,0.081824575,0.010318674,0.000185741,-96.23484317,"('Q4', '2021')",,2021-12,184205,12.77250035,0.216554563,58.98051813,"Q4,2021",0.330023235,1.65E-05,-7.534534394,2451279,1962061,0.800423371,489218,2611,489218,1468568,489218,0.333125875,0.666874125
462,462,462,1463172,9/29/2021,346974,1463172_0.csv,176260,115658,1387896,7.874140474,-0.090373706,1.090373706,0.090372577,0.009538214,0.000171693,-87.12866601,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1463172/000162828021021018/Financial_Report.xlsx,2021-09,172828,11.83024163,0.20666208,57.24437511,"Q3,2021",0.314948021,-8.15E-06,-7.364910094,2321240,1852964,0.798264721,468276,18461,468276,1436464,468276,0.325992159,0.674007841
463,463,463,1463172,6/29/2021,318216,1463172_0.csv,161651,106072,1272864,7.874148629,-0.067665746,1.067665746,0.067666953,0.008747665,0.000157462,-116.3683111,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1463172/000146317221000323/Financial_Report.xlsx,2021-06,165250,16.12981942,0.207897097,77.58559228,"Q2,2021",0.316829829,8.90E-06,-7.214483191,2249062,1784935,0.793635302,464127,19736,464127,1421299,464127,0.326551275,0.673448725
464,464,464,1463172,3/30/2021,298048,1463172_0.csv,151406,99349.33333,1192192,7.87413973,-0.051328343,1.051328343,0.051323113,0.008193253,0.000147483,-153.4072456,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1463172/000146317221000166/Financial_Report.xlsx,2021-03,157518,21.30925325,0.273023573,78.04913325,"Q1,2021",0.416081374,-3.92E-05,-7.199090638,2175108,1744865,0.802196948,430243,21082,430243,1376545,430243,0.312552804,0.687447196
465,465,465,1463172,12/30/2020,283498,1463172_0.csv,144014,94499.33333,1133992,7.874178899,,,,0.009396218,0.000147404,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1463172/000146317221000054/Financial_Report.xlsx,2020-12,142897,,,78.22706517,"Q4,2020",,NaN,,2157279,1725448,0.799826077,431831,22461,431831,1367407,431831,0.31580283,0.68419717
466,466,466,1467623,ttm,2157900,1467623_0.csv,15480000,719300,8631600,0.557596899,0.046021218,0.953978782,2.815915119,0.050212914,0.014224464,12.11608298,"('-1', 'ttm')",,2021-ttm,427500,,,77.01931404,"-1,ttm",,0.418197674,,,,,,,,,,,
467,467,467,1467623,12/30/2021,565500,1467623_0.csv,16226776,188500,2262000,0.139399225,-0.027808081,1.027808081,0.02780807,0.01554543,0.015806328,-5.012903481,"('Q4', '2021')",,2021-12,108300,0.246681867,0.003213678,76.75998696,"Q4,2021",0.276645252,-1.49E-09,-20.32132942,3091300,3385200,1.09507327,293900,1293206,293900,1076400,-293900,-0.273039762,1.273039762
468,468,468,1467623,9/29/2021,550200,1467623_0.csv,15787749,183400,2200800,0.139399227,-0.036939351,1.036939351,0.036939314,0.015124838,0.015378676,-3.773732381,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1467623/000146762321000047/Financial_Report.xlsx,2021-09,115700,0.205720341,0.002674507,76.91898417,"Q3,2021",0.230231412,-5.03E-09,-18.34399242,3339100,3501700,1.048695756,162600,1247871,162600,1206700,-162600,-0.134747659,1.134747659
469,469,469,1467623,6/29/2021,530600,1467623_0.csv,15225335,176866.6667,2122400,0.139399232,-0.03713834,1.03713834,0.037138389,0.014586039,0.014830835,-3.753512675,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1467623/000146762321000040/Financial_Report.xlsx,2021-06,100800,0.184887637,0.00206068,89.72167098,"Q2,2021",0.177390919,6.58E-09,-20.30158826,3328100,3422900,1.028484721,94800,448395,94800,1273600,-94800,-0.074434673,1.074434673
470,470,470,1467623,3/30/2021,511600,1467623_0.csv,14680139,170533.3333,2046400,0.139399225,-0.014878054,1.014878054,0.014878,0.014063735,0.014299765,-9.369452594,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1467623/000146762321000025/Financial_Report.xlsx,2021-03,102700,0.477208308,0.005320167,89.69798748,"Q1,2021",0.457979653,-7.41E-09,-19.63388406,3307300,3390300,1.025096,83000,435863,83000,1284400,-83000,-0.064621613,1.064621613
471,471,471,1467623,12/30/2020,504100,1467623_0.csv,14464929,168033.3333,2016400,0.139399232,,,,0.01670782,0.014805454,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1467623/000146762321000012/Financial_Report.xlsx,2020-12,109900,,,90.45117953,"Q4,2020",,NaN,,2387200,2053400,0.860170912,333800,428301,333800,333800,333800,1,0
472,472,472,1467761,ttm,58680,1467761_0.csv,1485527,19560,234720,0.158004533,-2.500884927,3.500884927,2.902633679,0.001365445,0.00136504,-0.06317945,"('-1', 'ttm')",,2021-ttm,8432,,,88.97047319,"-1,ttm",,0.016265458,,,,,,,,,,,
473,473,473,1467761,9/29/2021,15036,1467761_0.csv,424329,5012,60144,0.141739075,-0.009600423,1.009600423,0.009601826,0.000413335,0.000413334,-14.76383713,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1467761/000149315221026929/Financial_Report.xlsx,2021-09,455.99,0.113008674,0.001260157,89.67824397,"Q3,2021",0.106688187,1.97E-07,-130.6433975,56539,24492,0.433187711,32047,255607,32047,32047,32047,1,0
474,474,474,1467761,6/29/2021,14893,1467761_0.csv,420294,4964.333333,59572,0.141738878,0.008321909,0.991678091,-0.008323345,0.000409404,0.000409404,17.0320139,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1467761/000149315221019919/Financial_Report.xlsx,2021-06,3209,-0.90983839,-0.010337135,88.01649871,"Q2,2021",-0.875170005,-2.05E-07,-18.71982332,32663,25635,0.784832991,7028,255090,7028,7028,7028,1,0
475,475,475,1467761,3/30/2021,15018,1467761_0.csv,423821,5006,60072,0.141739083,0.046940038,0.953059962,0.093570232,0.00041284,0.000412839,3.019577543,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1467761/000165495421004133/Financial_Report.xlsx,2021-03,3174,-0.152055188,-0.002267102,67.07028767,"Q1,2021",-0.191938767,0.018211722,-19.85843151,30339,22310,0.735357131,8029,250165,8029,8029,8029,1,0
476,476,476,1467761,12/30/2020,13733,1467761_0.csv,444695,4577.666667,54932,0.123527361,,,,0.000455165,0.000455164,,"('Q4', '2020')",,2020-12,2505,,,66.72652846,"Q4,2020",,NaN,,29611,21820,0.736888319,7790,613189,7790,7806,7791,0.998078401,0.001921599
477,477,477,1468666,ttm,547070,1468666_0.csv,4000,182356.6667,2188280,547.07,-0.023017903,1.023017903,3.09180323,0.012729959,3.68E-06,-23767.15222,"('-1', 'ttm')",,2021-ttm,143146,,,67.37012347,"-1,ttm",,410.2935294,,,,,,,,,,,
478,478,478,1468666,10/30/2021,133699,1468666_0.csv,3910,44566.33333,534796,136.7764706,0.003567788,0.996432212,-0.003525326,0.003675347,3.81E-06,38336.49076,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1468666/000146866621000046/Financial_Report.xlsx,2021-09,35008,-2500.571429,-37.20900246,67.20339872,"Q3,2021",-3.264509076,0.005828386,-15.33109205,990687,338356,0.341536732,652331,585857,652331,652331,652331,1,0
479,479,479,1468666,7/30/2021,134172,1468666_0.csv,3924,44724,536688,136.7706422,0.03776361,0.96223639,-0.037938378,0.003688349,3.82E-06,3621.757655,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1468666/000146866621000039/Financial_Report.xlsx,2021-06,34685,-225.2272727,-3.362770202,66.97670646,"Q2,2021",-0.29504316,-0.024845782,-16.0804578,994593,337075,0.338907473,657518,528649,657518,657518,657518,1,0
480,480,480,1468666,4/29/2021,139463,1468666_0.csv,4078,46487.66667,557852,136.795488,0.001957905,0.998042095,-0.001953684,0.003833797,3.97E-06,69868.29549,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1468666/000146866621000019/Financial_Report.xlsx,2021-03,36405,-4550.625,-69.46812228,65.50666479,"Q1,2021",-6.093895929,0.000578537,-15.35356033,984811,323762,0.328755467,661049,530321,661049,661049,661049,1,0
481,481,481,1468666,1/30/2021,139736,1468666_0.csv,4086,46578.66667,558944,136.7949094,,,,0.003841302,3.98E-06,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1468666/000146866621000012/Financial_Report.xlsx,2020-12,37048,,,73.97048391,"Q4,2020",,NaN,,1045361,377580,0.361195797,667781,532062,667781,667781,667781,1,0
482,482,482,1477333,ttm,656426,1477333_0.csv,100000,218808.6667,2625704,26.25704,0.152319677,0.847680323,2.390700221,0.015274602,9.19E-05,172.3811426,"('-1', 'ttm')",,2021-ttm,328065,,,73.53163888,"-1,ttm",,19.69273921,,,,,,,,,,,
483,483,483,1477333,12/30/2021,193596,1477333_0.csv,117969,64532,774384,6.564300791,-0.123289628,1.123289628,0.123291963,0.005321898,0.000114912,-53.24292812,"('Q4', '2021')",,2021-12,96219,7.431186284,0.100888465,73.65744226,"Q4,2021",0.184431155,1.36E-05,-7.164795242,2372071,1556273,0.656081964,815798,533126,815798,1962675,815798,0.415656184,0.584343816
484,484,484,1477333,9/29/2021,172347,1477333_0.csv,105021,57449,689388,6.564287143,-0.130680534,1.130680534,0.130678091,0.004737769,0.0001023,-50.23156061,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1477333/000147733321000045/Financial_Report.xlsx,2021-09,85877,7.075053551,0.095574911,74.02626343,"Q3,2021",0.174717972,-1.42E-05,-7.099813485,2315514,1462364,0.631550489,853150,533305,853150,1996458,853150,0.427331805,0.572668195
485,485,485,1477333,6/29/2021,152428,1477333_0.csv,92883,50809.33333,609712,6.564301325,-0.104106984,1.104106984,0.104110681,0.004190201,9.05E-05,-63.05341962,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1477333/000147733321000036/Financial_Report.xlsx,2021-06,75995,8.677209409,0.11606328,74.76274516,"Q2,2021",0.212171759,2.20E-05,-7.266555023,1445932,644836,0.445965647,801096,124184,801096,1202524,801096,0.666178804,0.333821196
486,486,486,1477333,3/30/2021,138055,1477333_0.csv,84125,46018.33333,552220,6.564279346,-0.096319754,1.096319754,0.096318473,0.003795092,8.19E-05,-68.15091481,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1477333/000147733321000026/Financial_Report.xlsx,2021-03,69974,9.467460425,0.127131146,74.47003149,"Q1,2021",0.232405367,-7.67E-06,-7.198436724,1405526,601486,0.427943702,804040,123534,804040,1196286,804040,0.672113525,0.327886475
487,487,487,1477333,12/30/2020,125926,1477333_0.csv,76734,41975.33333,503704,6.564287017,,,,0.004173674,7.85E-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1477333/000147733321000009/Financial_Report.xlsx,2020-12,63552,,,75.09408652,"Q4,2020",,NaN,,1380651,563711,0.408293624,816940,122983,816940,1200215,816940,0.680661382,0.319338618
488,488,488,1477720,ttm,378437,1477720_0.csv,93000,126145.6667,1513748,16.27686022,0.154883501,0.845116499,2.380441094,0.00880598,8.55E-05,105.0909884,"('-1', 'ttm')",,2021-ttm,282897,,,75.04928189,"-1,ttm",,12.20761519,,,,,,,,,,,
489,489,489,1477720,1/30/2022,111949,1477720_0.csv,110044,37316.33333,447796,4.069245029,-0.115725439,1.115725439,0.11572999,0.00260498,0.000101119,-35.16292599,"('Q4', '2021')",,2021-12,88888,7.787629227,0.104042048,74.85078731,"Q4,2021",0.306814795,1.66E-05,-4.515228571,707035,503195,0.711697441,203840,104950,203840,238452,203840,0.854847097,0.145152903
490,490,490,1477720,10/30/2021,100337,1477720_0.csv,98630,33445.66667,401348,4.069228429,-0.121356133,1.121356133,0.12135944,0.002758235,9.61E-05,-33.53129621,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1477720/000147772021000065/Financial_Report.xlsx,2021-09,73295,6.866685404,0.091511434,75.03636567,"Q3,2021",0.26986374,1.20E-05,-4.883185152,719781,472320,0.656199594,247461,104973,247461,283069,247461,0.874207349,0.125792651
491,491,491,1477720,7/30/2021,89478,1477720_0.csv,87956,29826,357912,4.069216426,-0.167020486,1.167020486,0.167007943,0.002459724,8.57E-05,-24.36357671,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1477720/000147772021000054/Financial_Report.xlsx,2021-06,63930,5.07864633,0.067259396,75.50835416,"Q2,2021",0.198345989,-4.37E-05,-4.797257995,735508,456244,0.620311404,279264,23639,279264,315868,279264,0.88411615,0.11588385
492,492,492,1477720,4/29/2021,76673,1477720_0.csv,75368,25557.66667,306692,4.069260163,-0.12144749,1.12144749,0.121458556,0.002107718,7.34E-05,-33.50633405,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1477720/000147772021000028/Financial_Report.xlsx,2021-03,56784,6.957118353,0.093693174,74.25427087,"Q1,2021",0.276295456,4.02E-05,-4.816122474,747593,795292,1.063803433,47699,24273,47699,351237,-47699,-0.135802891,1.135802891
493,493,493,1477720,1/30/2021,68369,1477720_0.csv,67206,22789.66667,273476,4.06922001,,,,0.001879444,6.55E-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1477720/000147772021000007/Financial_Report.xlsx,2020-12,53527,,,52.86823018,"Q4,2020",,NaN,,731119,743908,1.017492364,12789,24891,12789,367880,-12789,-0.034764053,1.034764053
494,494,494,1479000,ttm,25.255,1479000_0.csv,639,8.418333333,101.02,0.158090767,,,,5.88E-07,5.87E-07,,"('-1', 'ttm')",,ttm'-ttm,0,,,50.93586582,"-1,ttm",,NaN,,,,,,,,,,,
495,495,495,1505155,ttm,302016,1505155_0.csv,10000,100672,1208064,120.8064,0.002891614,0.997108386,2.988062855,0.007027714,9.19E-06,41778.18571,"('-1', 'ttm')",,2021-ttm,55097,,,52.44826195,"-1,ttm",,90.60199278,,,,,,,,,,,
496,496,496,1505155,12/30/2021,75730,1505155_0.csv,10029,25243.33333,302920,30.20440722,0.004269261,0.995730739,-0.004247038,0.002081796,9.77E-06,7074.85557,"('Q4', '2021')",,2021-12,14003,-325.6511628,-6.193534597,52.57921106,"Q4,2021",-2.460648031,0.000674098,-21.72525812,1029007,712719,0.692627941,316288,25500,316288,831451,316288,0.380404858,0.619595142
497,497,497,1505155,9/29/2021,76053,1505155_0.csv,10072,25351,304212,30.20373312,0.002772277,0.997227723,-0.002766705,0.002090675,9.81E-06,10894.91802,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1505155/000150515521000052/Financial_Report.xlsx,2021-09,14364,-513,-9.191493729,55.81247348,"Q3,2021",-3.651797753,0.000168765,-21.23765696,1021711,714665,0.69947862,307046,25793,307046,823004,307046,0.373079596,0.626920404
498,498,498,1505155,6/29/2021,76264,1505155_0.csv,10100,25421.33333,305056,30.20356436,-0.031033075,1.031033075,0.031026511,0.002096475,9.84E-06,-973.2701199,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1505155/000150515521000046/Financial_Report.xlsx,2021-06,14298,47.03289474,0.794997897,59.16103038,"Q2,2021",0.315855925,-0.000192279,-20.69339183,1046399,734962,0.702372613,311437,1052008,311437,828188,311437,0.37604626,0.62395374
499,499,499,1505155,3/30/2021,73969,1505155_0.csv,9796,24656.33333,295876,30.20375664,0.054713886,0.945286114,-0.054673023,0.002033386,9.54E-06,552.0309171,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1505155/000150515521000031/Financial_Report.xlsx,2021-03,12432,-21.92592593,-0.464496055,47.20368601,"Q1,2021",-0.184545013,0.001305608,-25.17708575,1035117,717457,0.693116817,317660,1049712,317660,835296,317660,0.380296326,0.619703674
500,500,500,1505155,12/30/2020,78247,1505155_0.csv,10363,26082.33333,312988,30.20245103,,,,0.002593408,1.06E-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1505155/000150515521000011/Financial_Report.xlsx,2020-12,11566,,,47.23040761,"Q4,2020",,NaN,,1011220,704605,0.696787049,306615,1032733,306615,825052,306615,0.371631121,0.628368879
501,501,501,1505952,ttm,257961,1505952_0.csv,2000,85987,1031844,515.922,0.078341014,0.921658986,2.685525695,0.006002583,1.84E-06,6585.592588,"('-1', 'ttm')",,2021-ttm,143722,,,37.81925344,"-1,ttm",,386.9026452,,,,,,,,,,,
502,502,502,1505952,1/30/2022,69993,1505952_0.csv,2170,23331,279972,129.0193548,-0.075322101,1.075322101,0.075475177,0.001628691,1.99E-06,-1712.901698,"('Q4', '2021')",,2021-12,39387,259.125,4.597482456,56.36236843,"Q4,2021",0.427608629,0.018363758,-6.610329755,244589,370567,1.515059958,125978,1022365,125978,21990,-125978,-5.728876762,6.728876762
503,503,503,1505952,10/30/2021,65081,1505952_0.csv,2018,21693.66667,260324,129.0009911,-0.035934292,1.035934292,0.035909272,0.001789058,1.97E-06,-3589.913295,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1505952/000150595221000034/Financial_Report.xlsx,2021-09,37503,535.7571429,12.2174356,43.85184914,"Q3,2021",1.136496906,-0.003115696,-6.700635432,211133,323690,1.533109462,112557,90525,112557,9705,-112557,-11.59783617,12.59783617
504,504,504,1505952,7/30/2021,62825,1505952_0.csv,1948,20941.66667,251300,129.0041068,-0.046186896,1.046186896,0.046002464,0.001727041,1.90E-06,-2793.088916,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1505952/000150595221000029/Financial_Report.xlsx,2021-06,33378,388.1162791,7.927063684,48.96091346,"Q2,2021",0.737377798,-0.02274607,-7.19652606,206796,308334,1.491005629,101538,471101,101538,204,-101538,-497.7352941,498.7352941
505,505,505,1505952,4/29/2021,60062,1505952_0.csv,1862,20020.66667,240248,129.0268528,-0.056753689,1.056753689,0.056629664,0.001651087,1.81E-06,-2273.453147,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1505952/000150595221000017/Financial_Report.xlsx,2021-03,33454,334.54,4.545381218,73.59998732,"Q1,2021",0.422738162,-0.015144883,-6.795758795,192376,285325,1.48316318,92949,470961,92949,7701,-92949,-12.0697312,13.0697312
506,506,506,1505952,1/30/2021,56843,1505952_0.csv,1762,18947.66667,227372,129.0419977,,,,0.001562598,1.72E-06,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1505952/000150595221000007/Financial_Report.xlsx,2020-12,31246,,,73.87067585,"Q4,2020",,NaN,,216438,299897,1.385602343,83459,470823,83459,16150,-83459,-5.167739938,6.167739938
507,507,507,1517375,ttm,187859,1517375_0.csv,25000,62619.66667,751436,30.05744,0.118259091,0.881740909,2.526875059,0.004371355,2.30E-05,254.1659995,"('-1', 'ttm')",,2021-ttm,84182,,,73.24990593,"-1,ttm",,22.54289127,,,,,,,,,,,
508,508,508,1517375,12/30/2021,53265,1517375_0.csv,28353,17755,213060,7.514548725,-0.085033102,1.085033102,0.085025768,0.001464239,2.76E-05,-88.37203993,"('Q4', '2021')",,2021-12,24824,11.17191719,0.152579278,73.22040925,"Q4,2021",0.243654197,-5.08E-05,-7.91019468,264717,119507,0.451451928,145210,470723,145210,145210,145210,1,0
509,509,509,1517375,9/29/2021,49091,1517375_0.csv,26131,16363.66667,196364,7.514599518,-0.098587404,1.098587404,0.09860132,0.001349497,2.55E-05,-76.22271392,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1517375/000151737521000062/Financial_Report.xlsx,2021-09,21383,9.118550107,0.12309502,74.0773272,"Q3,2021",0.19656939,9.52E-05,-8.359082642,250647,102695,0.409719646,147952,469935,147952,147952,147952,1,0
510,510,510,1517375,6/29/2021,44685,1517375_0.csv,23786,14895,178740,7.51450433,-0.09476688,1.09476688,0.094737616,0.001228378,2.32E-05,-79.29462632,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1517375/000151737521000041/Financial_Report.xlsx,2021-06,19822,9.6270034,0.128683703,74.81136455,"Q2,2021",0.205496513,-0.000200875,-8.236688305,245625,95463,0.388653435,150162,774716,150162,150162,150162,1,0
511,511,511,1517375,3/30/2021,40818,1517375_0.csv,21727,13606,163272,7.514705206,-0.092962423,1.092962423,0.092968457,0.001122075,2.12E-05,-80.83594415,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1517375/000151737521000025/Financial_Report.xlsx,2021-03,18153,9.823051948,0.133467381,73.59889627,"Q1,2021",0.213129927,4.15E-05,-8.229208659,241193,90784,0.376395667,150409,776746,150409,150409,150409,1,0
512,512,512,1517375,12/30/2020,37346,1517375_0.csv,19879,12448.66667,149384,7.514663715,,,,0.001237791,2.03E-05,,"('Q4', '2020')",,2020-12,16285,,,72.24349793,"Q4,2020",,NaN,,239669,87570,0.365378918,152099,777524,152099,152099,152099,1,0
513,513,513,1517413,ttm,354330,1517413_0.csv,10000000,118110,1417320,0.141732,0.093479078,0.906520922,2.626083486,0.008245026,0.00918893,1.516189542,"('-1', 'ttm')",,2021-ttm,152645,,,72.87444962,"-1,ttm",,0.106298998,,,,,,,,,,,
514,514,514,1517413,12/30/2021,97717,1517413_0.csv,11031185,32572.33333,390868,0.035433002,-0.126615532,1.126615532,0.126615553,0.002686212,0.010745358,-0.2798472,"('Q4', '2021')",,2021-12,42151,0.033999652,0.000453941,74.89883872,"Q4,2021",0.153734974,6.80E-10,-8.23088436,2159020,1145067,0.530364239,1013953,779191,1013953,1947158,1013953,0.520734835,0.479265165
515,515,515,1517413,9/29/2021,86735,1517413_0.csv,9791437,28911.66667,346940,0.035433001,-0.020099788,1.020099788,0.020099734,0.00238432,0.009537733,-1.762854443,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1517413/000151741321000195/Financial_Report.xlsx,2021-09,39288,0.203640736,0.002725419,74.71904487,"Q3,2021",0.923010525,-1.88E-09,-8.656688605,2138934,1123355,0.525193858,1015579,778992,1015579,1947884,1015579,0.521375503,0.478624497
516,516,516,1517413,6/29/2021,85026,1517413_0.csv,9598509,28342,340104,0.035433003,-0.002050556,1.002050556,0.002050629,0.00233734,0.009349804,-17.27970802,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1517413/000151741321000154/Financial_Report.xlsx,2021-06,36334,1.849811628,0.02434381,75.98694144,"Q2,2021",8.24445257,2.60E-09,-9.341333873,2136871,1107781,0.51841267,1029090,36446,1029090,1960475,1029090,0.524918706,0.475081294
517,517,517,1517413,3/30/2021,84852,1517413_0.csv,9578867,28284,339408,0.035433001,-0.026654921,1.026654921,0.02665489,0.002332557,0.009330671,-1.329323026,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1517413/000151741321000069/Financial_Report.xlsx,2021-03,34872,0.140219948,,,"Q1,2021",,-1.08E-09,-9.480270415,2138294,1093260,0.511276747,1045034,45154,1045034,1975325,1045034,0.529044081,0.470955919
518,518,518,1517413,12/30/2020,82649,1517413_0.csv,9330172,27549.66667,330596,0.035433002,,,,0.002739307,0.009549818,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1517413/000151741321000030/Financial_Report.xlsx,2020-12,34765,,,,"Q4,2020",,NaN,,1219951,158086,0.129583893,1061865,47881,1061865,1061865,1061865,1,0
519,519,519,1522787,ttm,0,1522787_0.csv,0,0,0,,,,,0,0,,"('-1', 'ttm')",,ttm'-ttm,0,,,68.44476321,"-1,ttm",,NaN,,,,,,,,,,,
520,520,520,1528396,ttm,763970,1528396_0.csv,19340459,254656.6667,3055880,0.158004523,-2.733366548,3.733366548,2.733366564,0.01777708,0.017771812,-0.05780583,"('-1', 'ttm')",,2021-ttm,179482,,,68.44476321,"-1,ttm",,6.56E-10,,,,,,,,,,,
521,521,521,1528396,1/30/2022,204633,1528396_0.csv,5180434,68211,818532,0.158004522,-0.106265637,1.106265637,0.233219232,0.004761675,0.004760264,-1.486882561,"('Q4', '2021')",,2021-12,51167,0.102823026,0.00145913,70.46874013,"Q4,2021",0.1108168,0.016265755,-14.46059909,2183625,703157,0.322013624,1480468,49371,1480468,1831389,1480468,0.808385329,0.191614671
522,522,522,1528396,10/30/2021,165934,1528396_0.csv,4682812,55311.33333,663736,0.141738767,0.276771271,0.723228729,-0.276771199,0.004561477,0.004561477,0.512115172,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1528396/000152839621000118/Financial_Report.xlsx,2021-09,43631,-0.024346868,-0.000337579,72.12208707,"Q3,2021",-0.028580342,1.42E-08,-21.03412921,2178347,679964,0.312146779,1498383,46112,1498383,1845732,1498383,0.811809623,0.188190377
523,523,523,1528396,7/30/2021,229435,1528396_0.csv,6474870,76478.33333,917740,0.141738753,-0.399266964,1.399266964,0.39926693,0.006307101,0.006307101,-0.354997448,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1528396/000152839621000095/Financial_Report.xlsx,2021-06,43805,0.023709906,0.000334515,70.87848384,"Q2,2021",0.028320965,-3.42E-09,-14.97253702,2321845,776951,0.334626558,1544894,912558,1544894,1888719,1544894,0.817958627,0.182041373
524,524,524,1528396,4/29/2021,163968,1528396_0.csv,4627330,54656,655872,0.141738756,0.089380199,0.910619801,-0.089380325,0.004507433,0.004507432,1.58579594,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1528396/000152839621000028/Financial_Report.xlsx,2021-03,40879,-0.090004778,-0.001165399,77.23088617,"Q1,2021",-0.098665921,-1.96E-08,-17.61901956,2249981,693497,0.308223492,1556484,934685,1556484,1896835,1556484,0.820569,0.179431
525,525,525,1528396,1/30/2021,180062,1528396_0.csv,5081517,60020.66667,720248,0.141738776,,,,0.004949852,0.004949851,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1528396/000152839621000019/Financial_Report.xlsx,2020-12,39216,,,79.41465,"Q4,2020",,NaN,,2335731,691068,0.295867975,1644663,935799,1644663,1981585,1644663,0.829973481,0.170026519
